"service_id","date","exception_type"
"GO204_1737","20170403","1"
"GO204_1737","20170404","1"
"GO204_1737","20170405","1"
"GO204_1737","20170406","1"
"GO204_1737","20170407","1"
"GO204_1737","20170410","1"
"GO204_1737","20170411","1"
"GO204_1737","20170412","1"
"GO204_1737","20170413","1"
"GO204_1737","20170414","1"
"GO204_1737","20170417","1"
"GO204_1737","20170418","1"
"GO204_1737","20170419","1"
"GO204_1737","20170420","1"
"GO204_1737","20170421","1"
"GO204_1737","20170424","1"
"GO204_1737","20170425","1"
"GO204_1737","20170426","1"
"GO204_1737","20170427","1"
"GO204_1737","20170428","1"
"GO204_1737","20170501","1"
"GO204_1737","20170502","1"
"GO204_1737","20170503","1"
"GO204_1737","20170504","1"
"GO204_1737","20170505","1"
"GO204_1737","20170508","1"
"GO204_1737","20170509","1"
"GO204_1737","20170510","1"
"GO204_1737","20170511","1"
"GO204_1737","20170512","1"
"GO204_1737","20170515","1"
"GO204_1737","20170516","1"
"GO204_1737","20170517","1"
"GO204_1737","20170518","1"
"GO204_1737","20170519","1"
"GO204_1738","20170318","1"
"GO204_1739","20170409","1"
"GO204_1740","20170325","1"
"GO204_1741","20170318","1"
"GO204_1741","20170506","1"
"GO204_1742","20170311","1"
"GO204_1743","20170417","1"
"GO204_1743","20170420","1"
